post_id,name,post,hashtag
CmbuYGLJMFq,바이올렛바다,"함박눈 내린 명동성당

올해 마지막휴가에 성탄 판공성사보러 
명동까지 왔는데 평일 2시에 대기줄이ㅠ

한시간만에 성사보고 대성당서 잠시 머물다
리브레서 원두구입&커피원샷후 광화문으로
집순이가 12월은 잠시 부지런해 지는중ㅋ

하얀 눈으로 덮인 명동성당은 축복이구나
Merry Christmas
.
.
#1221 #12월 #명동성당 #판공성사 #고해성사#기도
#축성탄 #크리스마스 #일상 #데일리 #수요일 #함박눈","['#1221', '#12월', '#명동성당', '#판공성사', '#고해성사', '#기도', '#축성탄', '#크리스마스', '#일상', '#데일리', '#수요일', '#함박눈']"
Cmbub23rrLi,핑크베리,"당일 택배 바로가능!!
매장 수령 바로 가능!!!
카톡으로 연락주세요
pearl113

#당택가능
#크리스마스의상
#크리스마스원피스
#크리스마스선물
#성탄행사#산타행사#크리스마스","['#당택가능', '#크리스마스의상', '#크리스마스원피스', '#크리스마스선물', '#성탄행사', '#산타행사', '#크리스마스']"
Cmb2EdjLesM,So,"이렇게 트리를 많이 본적이 없는 기분 
🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄
#트리모음집jpg",['#트리모음집jpg']
CmbrboBLc_2,@y30m_j1,"올만에 블링이☃️✨
겨울이고 연말이고 클스마스니깐 블링이네일 해줘야지ㅎㅎㅎ 올만에 하니깐 힐링 지대로~~ 손톱길이 아쉽지만 그래도 맘에 들어🤩",[]
CmbzhtBLr2M,심지현,"솔크 ,, 🎄
.
.
.
.
.
#크리스마스#트리#christmas#솔크#서면#부산#롯데백화점#겨울#눈#조명#좋반#좋테#likesforlike #likeforlikes #likeforlike","['#크리스마스', '#트리', '#christmas', '#솔크', '#서면', '#부산', '#롯데백화점', '#겨울', '#눈', '#조명', '#좋반', '#좋테', '#likesforlike', '#likeforlikes', '#likeforlike']"
Cmbw7lHrUf-,Joong,John,"['#xmaslights', '#phonewallpaper', '#xmascountdown']"
Cmb1eBjhuDN,하람,"[Lupicia-Carol]
-
딸기로 가지런히 꾸민 크리스마스 케이크를 닮은 향들이 달콤하게 올라오네요:)
-
촉촉한 제누와즈 위에 빈틈없이 생크림을 바른 듯 뽀얀 우유 향과 포슬포슬한 바닐라 향이 다가온 뒤로,
-
새빨간 딸기가 크림을 옅은 분홍색으로 물들인 듯 새콤달콤한 향이 퍼져 즐거운 잔이었습니다💐

(+)
크림이 너무 달지 않고 밸런스 좋아서 행복했던 케이크🎂
-
재작년 크리스마스에 밀크티로 마셨을 때는 딸기생크림, 딸기 아이스크림 같은 부드러움이 돋보였는데,
-
오늘 스트레이트로 마실 때는 약간 단단하면서 과즙 차오른 딸기의 잘 익은 과육감이 강조된 느낌이라 둘다 좋았습니다🥰",[]
Cmb6HLgpFrx,윤청춘,"우리집 앞에서🏰✨♥️

#롯데월드 #크리스마스","['#롯데월드', '#크리스마스']"
CmbwsIlpVRQ,Olivia,"올해 크리스마스는 이렇게 야무지게 놀기힘들게띠..! 사진으로라도 소환해본다 팅그들아…💜
#미리크리스마스 #열일하자","['#미리크리스마스', '#열일하자']"
Cmb2vROPBvC,대구동요,"♡
소피아음악학원에
산타요정들이 😉 찾아왔어용🎄

다함께_노래해요 😙😚😚
다함께_걸어봐요 🚶‍♀️🚶‍♂️🚶
다함께_춤춰봐요 💃🕺💃

대근육 활동게임과
오늘의 하이라이트 
댄스파티와 함께 ❤️ 

소중한추억으로 남길 바래요🥰

#파티 #크리스마스 #연말파티
#동요 #피아노 #2016년생 #비기너클래스오픈 #대천동 #유천동 #음악학원 #일상 #소피아음악학원","['#파티', '#크리스마스', '#연말파티', '#동요', '#피아노', '#2016년생', '#비기너클래스오픈', '#대천동', '#유천동', '#음악학원', '#일상', '#소피아음악학원']"
Cmbx6kUSzVq,@miseunge,"홈파티 맛집 다정댁 🎄
정승같이 모은 돈을 개같이 쓰는 애들 •• 야금야금 모은 회비는 쓸 때면 왠지 남의 돈 느낌 🥸

총괄 디렉팅 - @l.ddda 
종합설비 - @zzallyn__ee  @97_ssri_ 
보조 - @hjghla2 @iamhyerrrrr 
독촉 - 나",[]
