post_id,name,post,hashtag
Cmbv2FirRHW,시루위에꽃,"#비건슈톨렝

함박눈가로지르며 퇴근한 밤이예요 

조금 늦은 시간 까지 작업이 계속되엇지만 만들고 나면 왜이리 뿌듯할까요

유기농 밀가루와 노버터 노계란 으로 만든 슈톨렝입니다

우유대신 두유를 넣엇습니다

재료만 보아도 건강해질것 같은 빵

내일 예쁘게 포장하고 전달하겟습니다

늦은밤 모두 굿밤하세요

#시루온플라워 #화이트크리스마스❄️ #크리스마스 #슈톨렌 #비건#비건슈톨렌 #노버터#노우유#노계란","['#비건슈톨렝', '#시루온플라워', '#화이트크리스마스', '#크리스마스', '#슈톨렌', '#비건', '#비건슈톨렌', '#노버터', '#노우유', '#노계란']"
Cmb3c3kBaAV,RIMSE,🎸🎄🤍,[]
Cmb25btpAuM,@im.gureum_v._.v,"#리그램 - @danhana_custom by @get_multi_repost
🎄𝐌𝐞𝐫𝐫𝐲 𝐂𝐡𝐫𝐢𝐬𝐭𝐦𝐚𝐬🎄
단하나 크리스마스 이벤트🎅🏻
단하나와 함께하는 해피 크리스마스🎄

안녕하세요 단하나입니다❤️
벌써 시간이 흘러 단하나로 함께하는 2번째
크리스마스가 되었네요🫶🏻
올해는 빨리 연말선물을 주문해주신 보호자님들이 많아 
크리스마스 세트는 준비하지 못했지만 
크리스마스 이벤트와 크리스마스까지 
무료배송을 진행하려 합니다🥰

🎄이벤트 상품 
모아모아케이스-1명
아크릴톡-2명

🎄참여방법
1) @danhana_custom 팔로우
2) 이벤트 포스팅 리그램 또는 스토리게시
3) 참여완료 댓글남기기 
(친구소환은 제게 큰 힘이됩니다❤️)

🎄참여기간
12월20일-25일

🎄당첨발표 12월27일

📌40명이하일시 펑😭
📌참여방법을 모두 진행하셔야 이벤트 참여가 완료됩니다
📌상품 받아보신 후 후기는 필수입니다
📌비공계 계정과 이벤트 계정은 당첨에서 제외됩니다
📌이벤트때만 팔로우하시고 언팔하시는 분들은 
당첨자에서 제외됩니다
📌제작된 제품은 포토폴리오로 활용됩니다

많은 참여 부탁드려요 감사합니다❤️

#단하나 #단하나커스텀 #크리스마스 #크리스마스이벤트 #단하나크리스마스이벤트","['#리그램', '#단하나', '#단하나커스텀', '#크리스마스', '#크리스마스이벤트', '#단하나크리스마스이벤트']"
CmbxQkhvYQA,발라또,"#935합시다💗

#12월23일오후5시
산타가 찾아옵니다🤩
#퀴즈❓ 아주 쉬울 예정❗
#아시죠? 빠른 사람이 당첨인 거‼️

#리그램 - @vallatto_official by @get_regrammer
[LIVE EVENT]

𝐌𝐞𝐫𝐫𝐲 𝟗:𝟑𝟓 𝐝𝐚𝐲🎄

나는 935 산타 🎅, 너는 선물타🎁

▪️12.23.FRI 17:00
▪️ @vallatto_official 에서 진행되는
▪️크리스마스 라이브 이벤트 소식 들으셨나요?😍

라이브 방송 중 935산타의
퀴즈를 맞추시는 분들께 추첨해서
푸짐하게 준비한 선물을 드릴거에요꺅💜

9:35를 사랑하시는 분들!
관심있는 분들이라면 모두 함께해요🫶🫶🫶

👉알.림.필.수✔️

🔊 935몰 가입은 프로필에서✔️

#9시35분 #935 #아홉시삼십오분 #발라또 #이벤트 #크리스마스 #선물 #라이브퀴즈쇼 #퀴즈 #라이브방송
#935산타_오실_예정","['#935합시다', '#12월23일오후5시', '#퀴즈', '#아시죠', '#리그램', '#9시35분', '#935', '#아홉시삼십오분', '#발라또', '#이벤트', '#크리스마스', '#선물', '#라이브퀴즈쇼', '#퀴즈', '#라이브방송', '#935산타_오실_예정']"
Cmb1fW5SUwH,Yoon,#스튜디오더존 #심선민 #퍼커션 #크리스마스 #크리스마스공연,"['#스튜디오더존', '#심선민', '#퍼커션', '#크리스마스', '#크리스마스공연']"
CmbO8T-SftW,블루밍제이어학원,"소중한 분들과 함께한 2022년❤

다가오는 내년에도 
늘 좋은 모습으로 찾아 뵙겠습니다.
즐겁고 행복한 연말 보내세요.

#블루밍제이어학원",['#블루밍제이어학원']
CmbupkLrIJK,Joomi,"Merry christmas 🎄 #베이비샤워 
.
.
20년을 함께한 친구들과 있으면
지금의 나이와 각자의 상황에 상관없이
가장 우리답게 보낼수있는 행복한 #송년회
.
.
#이벤트에진심인편 
.
.
#크리스마스 #크리스마스파티 #연말모임
#christmas #christmascake #babyshower #instadaily","['#베이비샤워', '#송년회', '#이벤트에진심인편', '#크리스마스', '#크리스마스파티', '#연말모임', '#christmas', '#christmascake', '#babyshower', '#instadaily']"
CmbotDGvlae,빈필름,"더 현대
크리스마스 분위기 듬뿍✨",[]
CmboUHhy-YZ,@the_westjin,트리 도장깨기🎄,[]
CmbqdC0J8Di,@jennifertta,"#협찬 
.
.
크리스마스에 진심인 신세계 아울렛 파주점🎄
쿠키런으로 꾸며진 크리스마스! 

놀이동산보다 더 아기자기한 크리스마스 쿠키런 장식들로 아이들이 좋아해요😆

신세계아울렛 파주점 곳곳에서 쿠키런 캐릭터들을 찾아보는 즐겅운 쇼핑 데이트 어때요?

중광장장부터 시계탑광장까지 크리스마스 로맨틱한 무드에 밤하늘 별을 보는 듯한 크리스마스 조명들로 데이트 장소로 추천드려요👫

인생샷 찍으러 신세계아울렛 파주점 고고씽🚙

신세계아울렛 APP을 통해 쿠키런과 함께하는 크리스마스 이벤트 참여하고
디저트 쿠폰 겟하세요🎁

프리미엄 아우터 브랜드들이 있어요(노비스, 무스너클, 막스마라 등)
시즌오프에 아울렛 가격이 더해져서 더욱 저렴한 F/W 쇼핑도 즐길 수 있어요

아디다스 리뉴얼 오픈해서 12월 25일까지 2개 이상 구매하면 +30% 추가할인이라니 대박

12월16일 신규오픈한 리빙관에는 침대, 가구, 식기, 오디오, 카메라 등 18개 리빙 브랜드를 새롭게 만날 수있어요🙌🏻

이제 홈 인테리어 꾸밀 때도 아울렛으로 고고씽🚙

🔖자세한 내용은 신세계아울렛 APP을 통해 더 다양한 이벤트를 만날 수 있어요☝🏼
https://app.premiumoutlets.co.kr/page/main/index/02
.
.
#광고 #신세계파주프리미엄아울렛 #신세계아울렛파주 #신세계사이먼파주프리미엄아울렛 #신세계아울렛파주점 #신세계파주점 #서울근교 #나들이 #겨울데이트 #겨울인생샷 #겨울에가볼만한곳 #인생샷 #겨울나들이 #파주데이트 #파주카페 #파주맛집 #겨울여행 #연휴나들이 #크리스마스 #미리만나는크리스마스 #쿠키런 #쿠키런크리스마스 #리빙관오픈","['#협찬', '#광고', '#신세계파주프리미엄아울렛', '#신세계아울렛파주', '#신세계사이먼파주프리미엄아울렛', '#신세계아울렛파주점', '#신세계파주점', '#서울근교', '#나들이', '#겨울데이트', '#겨울인생샷', '#겨울에가볼만한곳', '#인생샷', '#겨울나들이', '#파주데이트', '#파주카페', '#파주맛집', '#겨울여행', '#연휴나들이', '#크리스마스', '#미리만나는크리스마스', '#쿠키런', '#쿠키런크리스마스', '#리빙관오픈']"
CmbuJTErNwY,민지원,크리스마스 진짜 얼마 안 남아따 키키 🎄♥️☃️🧣,[]
CmbuTisvgI2,@_hana0628,"서유르의 미리 크리스마스☃️🎄🎅🏻✨♥️
날 많이 닮았따.................
미..미안하고 사랑해..🫠🫶🏻
고마운 친구들 덕분에 종일 행복해하던 서유르🎁
.
.
#딸 #까불이 #날많이닮음 #미안 #댄싱머신 #크리스마스 #🎄","['#딸', '#까불이', '#날많이닮음', '#미안', '#댄싱머신', '#크리스마스']"
CmbvsLHrK7_,이소희,"귤이 준 선물🎄🧑‍🎄⛄️🧤

#크리스마스 #선물 #감동 #장갑","['#크리스마스', '#선물', '#감동', '#장갑']"
Cmbu79VSPAw,👶🏻다온이와,"#오늘의다온이👶🏻
태어나서 처음으로 산타할아버지🎅만난 다온이.
엉엉 우느라 선물도 안받고,
안아달라고 달려왔다는 선생님 말씀!
알림장 사진 보자마자 어찌나 귀여운지🫠
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
집에 오자마자 선물 뜯어보고 신난 아가.
요즘 자동차에 관심 많은 다온이 취향저격 성공!
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#산타할아버지_오지말래요","['#오늘의다온이', '#산타할아버지_오지말래요']"
Cmbw1gVrvz1,jieun,".
#포레스트아웃팅스 
#쉬는날은맛집이죠
세라젬웰카페 오픈하자마자 따뜻하게 
마사지 받고 바로 고고씽
맛동 보다 세라젬을 더 자주 가는듯..
이름 바꿔~ 세라젬으로 🤣🤣🤣

#크리스마스 파티에 #프로참석러 없어서 슬펐어요😭 
손만 살아있던 감기바이러스 보유자 땜시 한번 더 방문 예정~🤣🤭
내년에 내차로 모시겠습니다😘
고마워요~❤️","['#포레스트아웃팅스', '#쉬는날은맛집이죠', '#크리스마스', '#프로참석러']"
Cmb4eGFPaZ8,@bsnh1217,"아놔~ 최윤실이 진짜ㅋㅋㅋㅋㅋ
샷 추가 600원만 주문하고 오는 애
매력터져 증말ㅋㅋㅋㅋㅋ

#우당탕탕
#오늘의빵터짐
#커스텀
#크리스마스
#트리
#🎄🎄🎄
#데일리#일상#좋아요","['#우당탕탕', '#오늘의빵터짐', '#커스텀', '#크리스마스', '#트리', '#데일리', '#일상', '#좋아요']"
CmbsJEHLBqB,Tony,"Today I had the great pleasure to be invited to this amazing event!
The Embassy of Romania in Korea invited the Prime Minister, the President of The Chamber of Deputies and so many other Ministers.

And of course I had the great pleasure to meet Sebastian Burduja, the founder of LSRS and the minister for IT, digitalization, innovation and research. 

Thank you so much for this opportunity and we hope to see you next time!

***P.S. The FOOD was amazing!♡

#romaniamagica #romaniangirl  #romaniafrumoasa #romaniateiubesc #romaniamea  #romanianfood  #romaniaefrumoasa #romaniangirls #루마니아국경일 루마니아여자 #일상 #맞팔 #외국인 #여자 #픽스타그램 #instapic 
#romanianembassy #romanianembassyinseoul #romanianembassyinkorea #embassy #대가관 #루마니아대사관 #크리스마스파티 #크리스마스 #lsrs #lsrscoreeadesus","['#romaniamagica', '#romaniangirl', '#romaniafrumoasa', '#romaniateiubesc', '#romaniamea', '#romanianfood', '#romaniaefrumoasa', '#romaniangirls', '#루마니아국경일', '#일상', '#맞팔', '#외국인', '#여자', '#픽스타그램', '#instapic', '#romanianembassy', '#romanianembassyinseoul', '#romanianembassyinkorea', '#embassy', '#대가관', '#루마니아대사관', '#크리스마스파티', '#크리스마스', '#lsrs', '#lsrscoreeadesus']"
CmbrC2vPDi4,이태원메이드,진철,"['#메이드', '#이태원', '#itaewon', '#이태원역', '#이태원클럽', '#이태원메이드', '#클럽메이드', '#주대표', '#빠바틀', '#무료게스트입장', '#크리스마스', '#크리스마스파티', '#크리스마스선물', '#연말클럽', '#크리스마스크럽테이블', '#크리스마스메이드', '#크리스마스장식', '#이태원크리스마스', '#강남크리스마스', '#크리스마스준비', '#훈남', '#훈녀', '#크리스마스게스트', '#크리스마스네일아트', '#크리스마스계획', '#MD추천', '#크리스마스패션', '#연말모임', '#연말파티', '#연말클럽추천']"
CmbyyL6Pq0V,SangHee1,"#일상#기록
찬성이때는 없던 #0개월영유아검진
머리부터 발끝까지
체크하자 재검해라 초음파예약해라
뭐하나 넘어가는게 없어서 정줄 안드로메다행
찬솔아 건강하자🥲

그래도 밖에 나왔다고
카페가고싶은 정신몬차리는애미
#딸기라떼 시즌이네

#38개월아들
오늘은 산타할아버지오시는날
어린이집까지 전속력으로 달려가더니
막상 너무 무서웠던 #산타할아버지🎅
그래도 선물준사람이라고
하늘로 날라가버린? 산타할아버지 찾는중
할아버지가 너무 빨리가버려서 서운한 짠성이🤭
설레고 행복한#크리스마스 만들기","['#일상', '#기록', '#0개월영유아검진', '#딸기라떼', '#38개월아들', '#산타할아버지', '#크리스마스']"
Cmbs1YgSjsF,박창현,#크리스마스#크리스마스파티,"['#크리스마스', '#크리스마스파티']"
Cmbq4p5PiqG,동쪽바다선한이웃,"뉴한성필어린이집과 함께하는 크리스마스 가족음악회🎄
오카리나, 바순, 마술쑈쑈쑈~~~🥳
#뉴한성필어린이집 #세라핌솔리스트앙상블 #크리스마스 #가족음악회","['#뉴한성필어린이집', '#세라핌솔리스트앙상블', '#크리스마스', '#가족음악회']"
CmbrABrr2gM,아이와,"클스마스 분위기 나는 곳
딱 한군데만 갈 수 있다고 하면
가장 가고 싶었던 곳❤️

소원(?)풀었네
오두막 마다 다 줄을 서야되는건줄
가서 알았고 이미 마감된
오두막은 구경도 못하고 ㅎㅎ

대형 트리 줄은 애초에 포기하고
어찌저찌 겨우 찍음 ㅎ

너무 예뻤지만
사람이 너무 많았던 곳 ㅎㅎ

#크리스마스 #더현대서울","['#크리스마스', '#더현대서울']"
Cg8KhdIJFOS,숑,#꾸덕꾸덕 _채색하기🧑🏻‍🎨,['#꾸덕꾸덕']
CmbveFVSz0l,@delight0504,#christmas #크리스마스,"['#christmas', '#크리스마스']"
CmbrqIlPKR-,과일한옥,"크리스마스 및 연말연시 에디션!!
너무 늦었습니다 죄송합니다😭😭
크리스마스 에디션_프릇박스

*이미지는 실제 구성과 다를수있습니다*
구성
🎄불로황눈사람
🎄흑.곶.감
🎄애플망고
🎄팩딸기
🎄부라타치즈
🎄체리
🎄솜사탕
아이 선생님들이나 친구 혹은 연인들께 강력 추천드리는 구성입니다❣
이번 구성은 작년에 비해 정말 꽉차고 알찬 구성으로 준비해드립니다!
무려 흑곶감.....
여기에 팩딸기까지...
정말 이런 구성 어디에도 찾아보실수 없으세요🙏
백화점도 좀만 사면 가격이... ㅎㄷㄷㄷㄷㄷ
정말 좋은 가격으로 예쁜 구성으로 드립니다❣
59,000원 --->>> 53,000원 <<할인적용특가>>
물가는 엄청 올랐지만 가격은 작년 가격그대로 동일하게 진행드립니다😍😍
단체선물 기업선물로도 추천드립니다👍👍
두번째!
크리스마스에디션_프릇백

무료 레터링 서비스!!!!
구성
🎄애플망고
🎄명품귤
🎄블루베리
🎄꿀사과
🎄국내산골드키위
🎄체리
간단하지만 있어보이게!
그리고 너무 예쁘게!
그리고 맛있는것들로만!
정말 알찬 구성입니다!
한해간 고생해주신 우리 아이들 선생님들께 강력 추천드립니다👍👍
꼬옥 사전예약 부탁드립니다🙏🙏
크리스마스가 코앞입니다!
빠르게 예약주세요!
레터링 무료 서비스는 시간이 많이 들다보니 꼬옥 사전예약 부탁드립니다🙏🙏
45,000원 ----->> 39,000원
정말 강력추천드립니다!!!!
네이버에도 저희 프릇백 가격보시면 동일하실꺼에요.
정말 가장 어렵고 시간도 오래걸리는 금박! 레터링 서비스 무료로 진행드립니다.
세번째!
크리스마스에디션_컷팅팩

달콤한 애플망고와 꿀달금실로 구성되는 컷팅팩!!!
18,000원 --->>> 16,000원 <<사전할인특가>>
작년가격 동일하게 유지합니다!!!
보시고 마음에 드시는 구성들로 예약부탁드립니다😍😍
개별문의도 언제든 welcome 😍😍😍😍😍😍
01030179802",[]
CmbrC-Yr0HE,김서연,크리스마수가 온다🌟,[]
Cmb2jRgr-UU,WEiRUi__ElSalvador,"게임 텐션 최고치인 위아이(WEi)를 만났습니다. 라이어 게임부터 진실 게임, 직접 그린 그림으로 말해요까지. 지금 바로 확인하고 사인 폴라로이드 이벤트에도 참여해 보세요!
🔗 youtu.be/CRpFoUUslxs
-
@WEi__Member #위아이 #WEi #giftforyou #크리스마스 #대현 #동한 #용하 #요한 #석화 #준서

#위아이 #WEi #RUi #루아이
#장대현 #김동한 #유용하 #김요한 #강석화 #김준서
#JANGDAEHYEON #KIMDONGHAN #YOOYONGHA #KIMYOHAN #KANGSEOKHWA #KIMJUNSEO","['#위아이', '#WEi', '#giftforyou', '#크리스마스', '#대현', '#동한', '#용하', '#요한', '#석화', '#준서', '#위아이', '#WEi', '#RUi', '#루아이', '#장대현', '#김동한', '#유용하', '#김요한', '#강석화', '#김준서', '#JANGDAEHYEON', '#KIMDONGHAN', '#YOOYONGHA', '#KIMYOHAN', '#KANGSEOKHWA', '#KIMJUNSEO']"
CmbzYkFhOZB,기미화,"메리크리스마스🌟
우리 아이들에게 주는 선물🥰
선생님의 따뜻한 사랑을 
감동으로 감사함으로 
받아주는 너희들의
마음에 선생님은 
또 한번 감동🥹
책과 함께 자라는 아이들은 
역시 달라👍

#리드인포항
#리드인문덕점 
#선물
#크리스마스
#감동
#따뜻한아이들 
#함께","['#리드인포항', '#리드인문덕점', '#선물', '#크리스마스', '#감동', '#따뜻한아이들', '#함께']"
CmbqFZdJsEg,SIGNAL,"★유니크 어깨트임 크롭니트 소개할게요:)
어깨트임이 포인트로 되어있어 여성미 와 어깨& 팔뚝 라인을 슬림해 보이게 해줘요 ^&^
밑단은 시보리가 잡혀있어 체형커버도 되는 아주 일석이조인 착한 옷이랍니댜~😍
여리여리한 공주가 되고싶다면 이 옷을 강추해요👍
*
*
*
*
*
*
*
*
*
*
*
#여리여리 #크롭니트 #어깨트임 #어깨트임니트 #섹시룩 #유니크 #코디북 #겨울코디 #겨울룩 #겨울옷 #키작녀코디 #귀여운코디 #followus #f4follow #좋아요 #좋반 #팔로우반사 #뷰티 #💕 #크리스마스 #연말파티 #코디추천 #겨울옷추천 #선팔환영 #dm환영 #디엠 #selfie #lileforfollow #l4l #f4follow","['#여리여리', '#크롭니트', '#어깨트임', '#어깨트임니트', '#섹시룩', '#유니크', '#코디북', '#겨울코디', '#겨울룩', '#겨울옷', '#키작녀코디', '#귀여운코디', '#followus', '#f4follow', '#좋아요', '#좋반', '#팔로우반사', '#뷰티', '#크리스마스', '#연말파티', '#코디추천', '#겨울옷추천', '#선팔환영', '#dm환영', '#디엠', '#selfie', '#lileforfollow', '#l4l', '#f4follow']"
Cmb8AukvNfj,우작이다,"#리그램 - @master_waxing_2 by @get_multi_repost
부천상동역 마스터왁싱입니다^^
​
벌써 2022년12월입니다!
올해 크리스마스&연말엔
연인분들 특별한이벤트로 
커플왁싱을 추천드립니다!

2인동시시술문의는
오픈톡or네이버문의
부탁드립니다!

커플왁싱 빠르게 예약마감중입니다
서둘러주세요~!

#연인관계개선프로젝트 #상동왁싱 #커플왁싱 #커플브라질리언 #부천상동역 #부천 #상동 #마스터왁싱 #연말이벤트 #크리스마스 #1204커플환영","['#리그램', '#연인관계개선프로젝트', '#상동왁싱', '#커플왁싱', '#커플브라질리언', '#부천상동역', '#부천', '#상동', '#마스터왁싱', '#연말이벤트', '#크리스마스', '#1204커플환영']"
CmbxuQwL_sX,망고,"오늘 겨울일상같은 피드 🌨🌨☃️
내일부터 크리스마스까지 쉬지 않기때문에 낮엔 클린식과 뒹굴하며 푹 쉬다가  저녁에 엄마랑 미리 #크리스마스 추억쌓기❤💚
먹고 바로 운동가게됐는데 무거운거 빠른거 해봐야 효율도 안나고 
팔만 열심히~ 배 꺼지고 유산소 열심히!
쉬는날 푹쉬고 나온데다 기분까지 좋아서 더 운동할 맛 남👏

쉬는날 티비틀면 오후까지 생활정보 프로그램서 당뇨식단, 다이어트  얘기밖에 안나옴.(저녁에 틀면 맛집얘기 밖에 안나와서 웃기지만)
엄빠 나까지 건강식에 관심많아서 두런두런 그런얘기 하다가 엄마가 잔뜩 산 특대사이즈 #콜라비#레드향 정리하고 클린식 나눠먹고 오늘은 건강히 보낸 하루💚

아 점심에 콜라비 많이먹고 탄수가 적었어서 왠지 저녁에 탄수 과한거까지 쌤쌤된 느낌되서 속이 시원하달까🥰

.
.
.
.

#식단#다이어트#현실식단#눈바디#다이어트식단 #식단관리
#식단기록#식단일지#다이어트음식#치팅#오운완#헬스#득근#겨울#일상#운동기록#운동#연말","['#크리스마스', '#콜라비', '#레드향', '#식단', '#다이어트', '#현실식단', '#눈바디', '#다이어트식단', '#식단관리', '#식단기록', '#식단일지', '#다이어트음식', '#치팅', '#오운완', '#헬스', '#득근', '#겨울', '#일상', '#운동기록', '#운동', '#연말']"
CmbxRusJxPD,또와~아이스크림,"크리스마스 선물 준비하셔야죠!!!???
또와로 오세요♡

#동탄포켓몬 #24시무인 #늘봄초맞은편 #영천동중흥테라스상가 #포켓몬카드 #크리스마스 #초딩선물 #참새방앗간","['#동탄포켓몬', '#24시무인', '#늘봄초맞은편', '#영천동중흥테라스상가', '#포켓몬카드', '#크리스마스', '#초딩선물', '#참새방앗간']"
Cmbqg9SKIuG,🇰🇷🇨🇦🇺🇸,미리 메리 크리스마스 🥰,[]
CmbpYmSBmTt,풍차꽃랜드,"카네기 회장 이 ㆍ취임식
단골에게 잘하기ᆢ
비싼꽃값이지만ᆢ계산하지 않았다ᆢ
왜ᆢ단골손님이기에ᆢ

#풍차꽃랜드 
#포항시외버스터미널꽃 
#세명고꽃집 
#쌍사예쁜꽃 
#대잠동꽃집 
#프리저브드 
#크리스마스 
#예약필수","['#풍차꽃랜드', '#포항시외버스터미널꽃', '#세명고꽃집', '#쌍사예쁜꽃', '#대잠동꽃집', '#프리저브드', '#크리스마스', '#예약필수']"
