post_id,name,post,hashtag
Cmb1LmJvp__,김교이,"삼총사 등장

•
•
•

#삼총사 #포토이즘 #2년만에 #귀요미 #크리스마스 #송이둘 #배우지망생 #08","['#삼총사', '#포토이즘', '#2년만에', '#귀요미', '#크리스마스', '#송이둘', '#배우지망생', '#08']"
Cmbs8kPL27K,🤎𝙹,"#첫줄

유치원 발표회랑 다가오는 겨울 방학 준비로 바쁜 요즘 ಢ‸ಢ

그래도 버틸 수 있는 건 금요일부터 크리스마스까지 짝꿍이랑 함께 할 수 있는 것과 유치원 겨울 방학에 친구랑 베트남 여행 가는 것❤️

특히 베트남 여행은 코시국 이후로 4-5년 만에 가는 해외여행이라 너무 기대되고 기다려진다✨️

짝꿍이랑은 실내 워터파크에서 물놀이 하고 하츄핑 케이크 먹을 거다🥰

다들 크리스마스 계획이 어떻게 되시나요🎄🎅
.
.
.
.
.
@jin_ahhhhh #InstaSize #daily #ootd #l4l #selfie #일상 #데일리 #오오티디 #담백한브랜딩 #대전 #대흥동 #대전카페 #사무실카페 #트리 #크리스마스 #셀스타그램 #얼스타그램 #협찬 #데일리룩 #미우미우 #오늘의훈녀 #いいね返し #선팔 #맞팔 #소통 #좋아요 #첫줄반사 #좋아요반사","['#첫줄', '#InstaSize', '#daily', '#ootd', '#l4l', '#selfie', '#일상', '#데일리', '#오오티디', '#담백한브랜딩', '#대전', '#대흥동', '#대전카페', '#사무실카페', '#트리', '#크리스마스', '#셀스타그램', '#얼스타그램', '#협찬', '#데일리룩', '#미우미우', '#오늘의훈녀', '#いいね返し', '#선팔', '#맞팔', '#소통', '#좋아요', '#첫줄반사', '#좋아요반사']"
CmWP9M9LcWw,🫧,"추워요
-
-
-
#햇살맛집 #instagood #f4f #fff #lfl #l4l #20 #21 #22 #팔로우 #followme #ootd #일상 #daily #좋아요반사 #좋반 #맞팔 #선팔하면맞팔 #selfie #인친 #소통 #셀카 #협찬 #협찬문의 #followforfollow #likeforlike #전포카페거리 #서면 #크리스마스","['#햇살맛집', '#instagood', '#f4f', '#fff', '#lfl', '#l4l', '#20', '#21', '#22', '#팔로우', '#followme', '#ootd', '#일상', '#daily', '#좋아요반사', '#좋반', '#맞팔', '#선팔하면맞팔', '#selfie', '#인친', '#소통', '#셀카', '#협찬', '#협찬문의', '#followforfollow', '#likeforlike', '#전포카페거리', '#서면', '#크리스마스']"
Cmbi2aHBwRY,숩,"귬니가 주고 간 넘 예쁜 선물 
#최고야 #짜릿해 ㅋ🫶🏻😎","['#최고야', '#짜릿해']"
CmbwXUovzrH,MINIE.,"올해 크리스마스트리 최고의 핫플은?

1. 청계천 광장
2. 시몬스 테라스
3. 시흥 신세계프리미엄아울렛
4. 여의도 더현대서울 
5. 영등포 타임스퀘어

갠적으론 더현대서울은 작정하고 올해 크리스마스 트리를 런칭한듯 하다. 올해 최고의 크리스마스 핫플이 아닌지..

#크리스마스 #크리스마스트리 #겨울 #청계천 #시몬스테라스 #시흥프리미엄아울렛 #더현대서울 #타임스퀘어 #서울여행 #서울핫플레이스 #사진에미치다 #사진소통 #사진그램 #소니이미지갤러리 #소니rx100m5a","['#크리스마스', '#크리스마스트리', '#겨울', '#청계천', '#시몬스테라스', '#시흥프리미엄아울렛', '#더현대서울', '#타임스퀘어', '#서울여행', '#서울핫플레이스', '#사진에미치다', '#사진소통', '#사진그램', '#소니이미지갤러리', '#소니rx100m5a']"
Cmbrmg_Po0y,채윤,｡ﾟ.o｡( ･༚̮･ )｡o.ﾟ｡,[]
Cmb5GCavJcR,지희(요니),"♡
미리메리크리슈마스
헹헹😙
사랑스러워

올해도 5년지기 틴구와함께🎅🧑‍🎄

.
.
.
#크리스마스 
#워터룸","['#크리스마스', '#워터룸']"
CmbrKDFNSGh,경주오푸스11풀빌라,"🎉오푸스에서 버블파티, 야외인피니티풀로 가족, 연인, 친구들과 연말, 크리스마스 즐겨보자!🎉

경주에서 느낄 수 있는 동남아 오푸스풀빌라🏝
✅ DJ부스 설치로 더욱 빵빵한 사운드로 즐길 수 있는 풀파티(미온수풀)✅
🎈네이버예약시 온수 무료이벤트
🎈싹쓰리, 원데이, 1+1 이벤트🎈 외에도 다양한 패키지 및 이벤트가 있으니
홈페이지 방문 후 예약해주시면 다양한 혜택이 있습니다^^ 

…………………………………………………………………………………

✔미온수로 따뜻하게 수영 할 수 있는 야외인피니티풀

✔ 1~5까지 다양한 객실타입

✔ 인피니티풀에서 매일매일 신나는 edm 음악과 버블파티🔥

✔개별바베큐장에서 더욱 더 프라이빗하게 소중한 사람들과 식사 가능👌

✔ 인피니티풀에서 신나게 놀고 개별수영장에서 프라이빗하게 한번 더 놀 수 있음

✔ 인피니티 풀 옆에 있는 포토존(레이크뷰그네)에서 인생샷 건지기📸

·  공식홈페이지 : https://opus11.co.kr/
· 위 치 : 경상북도 경주시 천북면 천강로 166-37 
· 예약 / 문의 : 010-2459-771

#좋반 #좋아요반사 #호캉스 #국내여행지추천 #통영여행 #통영가볼만한곳 #통영핫플 #통영풀빌라 #통영펜션 #통영여행 #통영여행코스
#통영가볼만한곳 #통영카페 #통영데이트 #통영숙소 #통영호텔 #경주펜션 #경주풀빌라 #경주여행 #경주가볼만한곳 #경주숙소 #경주카페 #황리단길 #경주핫플
#경주숙소추천 #경주데이트 #경주데이트코스 #연말파티 #크리스마스 #연말","['#좋반', '#좋아요반사', '#호캉스', '#국내여행지추천', '#통영여행', '#통영가볼만한곳', '#통영핫플', '#통영풀빌라', '#통영펜션', '#통영여행', '#통영여행코스', '#통영가볼만한곳', '#통영카페', '#통영데이트', '#통영숙소', '#통영호텔', '#경주펜션', '#경주풀빌라', '#경주여행', '#경주가볼만한곳', '#경주숙소', '#경주카페', '#황리단길', '#경주핫플', '#경주숙소추천', '#경주데이트', '#경주데이트코스', '#연말파티', '#크리스마스', '#연말']"
CmbrHWZrOii,예진,"할머니 찬스로 레고쇼핑~🎵
골라볼까나~🎶

#할머니 #찬스 #레고 #LEGO
#쇼핑 #크리스마스 #선물 #신난다그램 #할아버지 #카드 #비밀 ㅋㅋㅋ#현대아울렛 #가든파이브","['#할머니', '#찬스', '#레고', '#LEGO', '#쇼핑', '#크리스마스', '#선물', '#신난다그램', '#할아버지', '#카드', '#비밀', '#현대아울렛', '#가든파이브']"
CmbuVVqJUoZ,@__veryberry,"-

산타 베리🍓🎅❤",[]
