post_id,name,post,hashtag
Cmb4ufWPsYU,@choiko._.twins,"⠀
리라야.. 
리하니한테 맞을까봐 눈 감은거니...?
⠀
⠀
⠀⠀
⠀

#쌍둥이그램#리리남매#인생281일차
#메리크리스마스#크리스마스
#merrychristmas","['#쌍둥이그램', '#리리남매', '#인생281일차', '#메리크리스마스', '#크리스마스', '#merrychristmas']"
Cmb9s4Yh1LK,원픽,겨울용 방한템 시계❣️,[]
Cmb_v3ghxOe,나빈샵❤비니맘,"❗[공동구매] 
크리스마스 럭셔리 웨이퍼
공구 최저가 Open!❤

귀엽고 사랑스런 틴케이스와
바삭하고 풍부한 향의 웨이퍼가 담긴
럭셔리 웨이퍼 홀리데이 에디션! ☺

귀여운 캐릭터 틴케이스에
초코3개 바닐라2개 총 5개가 들어있습니다
(틴케이스는 다 드신 후 연필꽃이나 
다른 용도로도 활용 가능하세요~)

럭셔리 초코웨이퍼는
바삭한 초코웨이퍼 안에
깊은 풍미가 느껴지는 초코크림이 가득!♪
럭셔리 바닐라웨이퍼는
눈처럼 새하얀 웨이퍼 안에
달콤한 바닐라크림이 가득!♫

❣간식, 유치원/어린이집 답례품,
크리스마스/연말 선물,
홈카페, 연말파티 등에
제격인 아이템이랍니다~
(선물용으로 대량주문 폭주 중)

크리스마스 웨이퍼로 연말에
소중한 사람들과 행복한 시간 보내세요 :)

✰파손이 발생하기 쉬운 상품입니다
틴케이스 찌그러짐 및 과자 80%이상
파손이 아닌경우 교환 환불 불가입니다ㅠㅠ
참고 부탁드려요ㅠ 

[★ 한정수량 품절전
서둘러 구매하세요~!! ★]

구매는 프로필 하단
링크에서 가능합니다! ☝☝☝

#어린입집생활#워킹맘#조카선물#크리스마스선물#도치맘#배즙추천맞팔#육아그램#아기배즙#크리스마스#다이어트간식#아이들간식#아기간식#간식#아이간식#어린이집선물#예비맘#크리스마스웨이퍼공구#크리스마스이벤트#메리크리스마스#아이가있는집#초딩간식#딸랑구맘#얼집선물#아이간식추천#딸램맘#홈카페#화이트크리스마스#크리스마스케이크#크리스마스틴케이스","['#어린입집생활', '#워킹맘', '#조카선물', '#크리스마스선물', '#도치맘', '#배즙추천맞팔', '#육아그램', '#아기배즙', '#크리스마스', '#다이어트간식', '#아이들간식', '#아기간식', '#간식', '#아이간식', '#어린이집선물', '#예비맘', '#크리스마스웨이퍼공구', '#크리스마스이벤트', '#메리크리스마스', '#아이가있는집', '#초딩간식', '#딸랑구맘', '#얼집선물', '#아이간식추천', '#딸램맘', '#홈카페', '#화이트크리스마스', '#크리스마스케이크', '#크리스마스틴케이스']"
CmbuSvhLHKA,주,"#협찬

겨울에 숏패딩 또 못참지 ⚯̮
단독으로 입어도 예쁘고, 머플러랑 코디하면 색다른 예쁨 :) 
가벼운데 따땃하기까지 하다니,, 🤦🏻‍♀️

#가온해 에서 당일출고로 받아보실 수 있습니다 🖤","['#협찬', '#가온해']"
Cmbs2dWhclK,"놀러오세요,","조촐하지만🤭
트리밑이 너무 허전해서 러그깔고
크리스마스 선물들로 채우기🎄🎁
나름 만족중 ✌🏻",[]
Cmb9z3Phr2W,나무노래,"이번 공연을 준비하며 예상 못한 힘겨운 일들이 정말 많았습니다
갑자기 당일 목도 나가버려서 걱정을 많이 했는데요
무사히 마치게 되었네요

변덕스런 날씨탓에 현장에 생각보다 많은 분들이 못오셔서
현장감 있는 공연을 못보신건 아쉽지만
영상으로 함께해주신분들이 더 많았다고 들었어요 모두 감사합니다

특히 한결같이 큰 힘이 되어주시는 방백 부부와
뵐 때마다 많이 배우고 또 위로해주시는 리민님
매번 굳은 일 도맡아 꾸며주시는 차명지 전도사님
귀한 자리 지원을 아끼지 않으시는 조화일 담임목사님과 사모님, 부목사님들
우리 사랑하는 다드림 청소년부의 귀한 샘들과 아이들
묵묵히 일을 도와주시는 집사님 권사님들

이 험난한 길을 감에 그저 묵묵히 기도하며
힘이 되어주는 어머니
그리고 내 모습 이대로 받아주시고 도우시는 하나님 예수님 성령님

많은 분들이 함께였기에 가능했습니다
끝이 아니니 계속 함께 해주시고 기도해주세요

멘트가 고봉밥이지만 오늘은 이해해주세요ㅎㅎ❤️🙏
.
.
.
#크리스마스 #콘서트 #작은음악회 #어서오소서 #예수님 #찬양 #캐롤 
#귀한분들 #사랑합니당","['#크리스마스', '#콘서트', '#작은음악회', '#어서오소서', '#예수님', '#찬양', '#캐롤', '#귀한분들', '#사랑합니당']"
CmboUn0veRQ,안소미(별이)🤍🥺,"🤍

호텔 와서 너무 신난 소미,, 

애기들도 다 아는구나 🤍

진짜 아기들은 신비한 존재야,,🐰

PS. 12월 18일 결혼기념일 1주년, 12월 25일 만난지 2년
  크리스 마스 기념, 소미랑 첫 호캉스 기념
  연말 새해 기념 여행 ,, 여러모로 많은 뜻이 담긴 여행 💙",[]
CmbnyvIvkcC,엣템(attem),"-
여리하면서 페미닌한 무드의 니트에요~~!

원 숄더 끈 디자인으로 오프숄더지만 
흘러내리는 불편함 없이 안정적인 착용감을 느낄 수 있구요!

목선부터 어깨라인이 노출되면서 
여성스러운 무드 또한 느끼게 해줘요🌷

흔하지 않은 디자인으로 소장가치 높고,
어느 하의와 매치해도 잘 어울리는 제품이라 
겨울에 블라우스 대신 요거 입어주면 딱이랍니다~~~!",[]
CmbsCGKL_fh,𝙼𝚊𝚗𝚐𝚘𝚘𝚘,"망고가 곁에 있어줘서 추운 겨울도 따뜻하게 느껴지네요🐶

#강아지 #반려견 #포메라니안 #강아지그램 #강아지스타그램 #크리스마스 #크리스마스트리 #크리스마스준비 #일상 #소통 #소통해요 #소통스타그램","['#강아지', '#반려견', '#포메라니안', '#강아지그램', '#강아지스타그램', '#크리스마스', '#크리스마스트리', '#크리스마스준비', '#일상', '#소통', '#소통해요', '#소통스타그램']"
CmbsaGWLuO8,용인눈썹문신,"저번에 인스타랑 네이버 공지 하긴 했었는데 
 
크리스마스 이브/당일 근무하는 대신 
22.23일 휴무입니다ෆ̈

눈이 펑펑 와서 싫었지만 그래두 연휴 남들보다 빨리 즐기렵니다~! 

모두들 #미리메리크리스마스 되세요🎄

#크리스마스#맞팔#좋반#좋아요#크리스마스파티#맞팔은댓","['#미리메리크리스마스', '#크리스마스', '#맞팔', '#좋반', '#좋아요', '#크리스마스파티', '#맞팔은댓']"
